TestSite,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20
S1-19-2008,S4-2-2007,S4-2-2008,S4-2-2010,S4-2-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,S6-25-2008,S6-25-2010,S6-25-2012,S6-34-2008,S6-34-2010,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,,,
S1-19-2010,S4-2-2007,S4-2-2008,S4-2-2010,S4-2-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,S6-25-2008,S6-25-2010,S6-25-2012,S6-34-2008,S6-34-2010,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,,,
S1-19-2012,S4-2-2007,S4-2-2008,S4-2-2010,S4-2-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,S6-25-2008,S6-25-2010,S6-25-2012,S6-34-2008,S6-34-2010,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,,,
S1-19-2014,S4-2-2007,S4-2-2008,S4-2-2010,S4-2-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,S6-25-2008,S6-25-2010,S6-25-2012,S6-34-2008,S6-34-2010,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,,,
S1-5-2008,S4-2-2007,S4-2-2008,S4-2-2010,S4-2-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,S6-25-2008,S6-25-2010,S6-25-2012,S6-34-2008,S6-34-2010,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,,,
S1-5-2010,S4-2-2007,S4-2-2008,S4-2-2010,S4-2-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,S6-25-2008,S6-25-2010,S6-25-2012,S6-34-2008,S6-34-2010,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,,,
S1-5-2012,S4-2-2007,S4-2-2008,S4-2-2010,S4-2-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,S6-25-2008,S6-25-2010,S6-25-2012,S6-34-2008,S6-34-2010,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,,,
S1-5-2014,S2-10-2007,S2-10-2010,S2-10-2012,S2-196-2007,S2-196-2010,S2-196-2012,S2-245-2007,S2-245-2010,S2-245-2012,,,,,,,,,,,
S2-10-2014,S12-30-2005,S12-30-2009,S12-30-2011,S12-216-2009,S12-216-2011,S5-28-2006,S5-28-2009,S5-28-2011,S2-21-2007,S2-21-2010,,,,,,,,,,
S2-118-2007,S12-30-2005,S12-30-2009,S12-30-2011,S12-216-2009,S12-216-2011,S5-28-2006,S5-28-2009,S5-28-2011,S2-21-2007,S2-21-2010,,,,,,,,,,
S2-118-2010,S12-30-2005,S12-30-2009,S12-30-2011,S12-216-2009,S12-216-2011,S5-28-2006,S5-28-2009,S5-28-2011,S2-21-2007,S2-21-2010,,,,,,,,,,
S2-118-2014,S12-216-2009,S12-216-2011,S12-30-2005,S12-30-2009,S12-30-2011,S12-151-2005,S12-151-2009,S12-151-2011,S2-21-2007,S2-21-2010,,,,,,,,,,
S2-119-2010,S12-216-2009,S12-216-2011,S12-30-2005,S12-30-2009,S12-30-2011,S12-151-2005,S12-151-2009,S12-151-2011,S2-21-2007,S2-21-2010,,,,,,,,,,
S2-119-2012,S12-216-2009,S12-216-2011,S12-30-2005,S12-30-2009,S12-30-2011,S12-151-2005,S12-151-2009,S12-151-2011,S2-21-2007,S2-21-2010,,,,,,,,,,
S2-119-2014,S2-129-2007,S2-129-2010,S2-129-2012,S12-40-2005,S12-40-2009,S12-40-2011,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,S12-107-2005,S12-107-2009,S12-107-2011,,,
S2-129-2014,S2-243-2007,S2-243-2010,S2-243-2012,S2-42-2007,S2-42-2010,S2-42-2012,S2-172-2007,S2-172-2010,S2-172-2012,,,,,,,,,,,
S2-135-2007,S2-243-2007,S2-243-2010,S2-243-2012,S2-42-2007,S2-42-2010,S2-42-2012,S2-172-2007,S2-172-2010,S2-172-2012,,,,,,,,,,,
S2-135-2010,S2-243-2007,S2-243-2010,S2-243-2012,S2-42-2007,S2-42-2010,S2-42-2012,S2-172-2007,S2-172-2010,S2-172-2012,,,,,,,,,,,
S2-135-2012,S2-243-2007,S2-243-2010,S2-243-2012,S2-42-2007,S2-42-2010,S2-42-2012,S2-172-2007,S2-172-2010,S2-172-2012,,,,,,,,,,,
S2-135-2014,S2-129-2007,S2-129-2010,S2-129-2012,S12-40-2005,S12-40-2009,S12-40-2011,S2-243-2007,S2-243-2010,S2-243-2012,,,,,,,,,,,
S2-142-2007,S2-129-2007,S2-129-2010,S2-129-2012,S12-40-2005,S12-40-2009,S12-40-2011,S2-243-2007,S2-243-2010,S2-243-2012,,,,,,,,,,,
S2-142-2010,S2-129-2007,S2-129-2010,S2-129-2012,S12-40-2005,S12-40-2009,S12-40-2011,S2-243-2007,S2-243-2010,S2-243-2012,,,,,,,,,,,
S2-142-2012,S2-129-2007,S2-129-2010,S2-129-2012,S12-40-2005,S12-40-2009,S12-40-2011,S2-243-2007,S2-243-2010,S2-243-2012,,,,,,,,,,,
S2-142-2014,S2-129-2007,S2-129-2010,S2-129-2012,S12-40-2005,S12-40-2009,S12-40-2011,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,,,,,,
S2-149-2007,S2-129-2007,S2-129-2010,S2-129-2012,S12-40-2005,S12-40-2009,S12-40-2011,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,,,,,,
S2-149-2010,S2-129-2007,S2-129-2010,S2-129-2012,S12-40-2005,S12-40-2009,S12-40-2011,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,,,,,,
S2-149-2012,S2-129-2007,S2-129-2010,S2-129-2012,S12-40-2005,S12-40-2009,S12-40-2011,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,,,,,,
S2-149-2014,S2-129-2007,S2-129-2010,S2-129-2012,S12-40-2005,S12-40-2009,S12-40-2011,,,,,,,,,,,,,,
S2-151-2007,S2-129-2007,S2-129-2010,S2-129-2012,S12-40-2005,S12-40-2009,S12-40-2011,,,,,,,,,,,,,,
S2-151-2010,S2-129-2007,S2-129-2010,S2-129-2012,S12-40-2005,S12-40-2009,S12-40-2011,,,,,,,,,,,,,,
S2-151-2012,S2-129-2007,S2-129-2010,S2-129-2012,S12-40-2005,S12-40-2009,S12-40-2011,,,,,,,,,,,,,,
S2-151-2014,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S12-216-2009,S12-216-2011,S2-196-2007,S2-196-2010,S2-196-2012,S12-30-2005,S12-30-2009,S12-30-2011,,,,,,,
S2-154-2007,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S12-216-2009,S12-216-2011,S2-196-2007,S2-196-2010,S2-196-2012,S12-30-2005,S12-30-2009,S12-30-2011,,,,,,,
S2-154-2008,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S12-216-2009,S12-216-2011,S2-196-2007,S2-196-2010,S2-196-2012,S12-30-2005,S12-30-2009,S12-30-2011,,,,,,,
S2-154-2010,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S12-216-2009,S12-216-2011,S2-196-2007,S2-196-2010,S2-196-2012,S12-30-2005,S12-30-2009,S12-30-2011,,,,,,,
S2-154-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S12-216-2009,S12-216-2011,S2-196-2007,S2-196-2010,S2-196-2012,S12-30-2005,S12-30-2009,S12-30-2011,,,,,,,
S2-154-2014,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,S2-129-2007,S2-129-2010,S2-129-2012,S6-34-2008,S6-34-2010,,,,,,,,,,,
S2-16-2014,S2-243-2007,S2-243-2010,S2-243-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S12-30-2005,S12-30-2009,S12-30-2011,,,,,,,,,
S2-171-2007,S2-243-2007,S2-243-2010,S2-243-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S12-30-2005,S12-30-2009,S12-30-2011,,,,,,,,,
S2-171-2010,S2-243-2007,S2-243-2010,S2-243-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S12-30-2005,S12-30-2009,S12-30-2011,,,,,,,,,
S2-171-2012,S2-243-2007,S2-243-2010,S2-243-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S12-30-2005,S12-30-2009,S12-30-2011,,,,,,,,,
S2-171-2014,S2-172-2007,S2-172-2010,S2-172-2012,S2-57-2007,S2-57-2010,S2-57-2012,S2-245-2007,S2-245-2010,S2-245-2012,,,,,,,,,,,
S2-172-2014,S2-196-2007,S2-196-2010,S2-196-2012,S2-10-2007,S2-10-2010,S2-10-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,,,,,,,,,
S2-196-2014,S2-196-2007,S2-196-2010,S2-196-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,,,,,,,,,,,,
S2-197-2007,S2-196-2007,S2-196-2010,S2-196-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,,,,,,,,,,,,
S2-197-2010,S2-196-2007,S2-196-2010,S2-196-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,,,,,,,,,,,,
S2-209-2007,S2-196-2007,S2-196-2010,S2-196-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,,,,,,,,,,,,
S2-209-2010,S2-21-2007,S2-21-2010,S12-151-2005,S12-151-2009,S12-151-2011,S12-216-2009,S12-216-2011,S5-28-2006,S5-28-2009,S5-28-2011,,,,,,,,,,
S2-209-2012,S2-243-2007,S2-243-2010,S2-243-2012,S2-172-2007,S2-172-2010,S2-172-2012,,,,,,,,,,,,,,
S2-209-2014,S2-243-2007,S2-243-2010,S2-243-2012,S2-172-2007,S2-172-2010,S2-172-2012,,,,,,,,,,,,,,
S2-21-2014,S2-243-2007,S2-243-2010,S2-243-2012,S2-172-2007,S2-172-2010,S2-172-2012,,,,,,,,,,,,,,
S2-219-2007,S2-243-2007,S2-243-2010,S2-243-2012,S2-172-2007,S2-172-2010,S2-172-2012,,,,,,,,,,,,,,
S2-219-2010,S2-57-2007,S2-57-2010,S2-57-2012,S2-10-2007,S2-10-2010,S2-10-2012,S2-243-2007,S2-243-2010,S2-243-2012,,,,,,,,,,,
S2-219-2012,S2-57-2007,S2-57-2010,S2-57-2012,S2-10-2007,S2-10-2010,S2-10-2012,S2-243-2007,S2-243-2010,S2-243-2012,,,,,,,,,,,
S2-219-2014,S2-57-2007,S2-57-2010,S2-57-2012,S2-10-2007,S2-10-2010,S2-10-2012,S2-243-2007,S2-243-2010,S2-243-2012,,,,,,,,,,,
S2-22-2007,S2-42-2007,S2-42-2010,S2-42-2012,S2-172-2007,S2-172-2010,S2-172-2012,S2-10-2007,S2-10-2010,S2-10-2012,S2-245-2007,S2-245-2010,S2-245-2012,,,,,,,,
S2-22-2012,S2-42-2007,S2-42-2010,S2-42-2012,S2-172-2007,S2-172-2010,S2-172-2012,S2-10-2007,S2-10-2010,S2-10-2012,S2-245-2007,S2-245-2010,S2-245-2012,,,,,,,,
S2-22-2014,S2-42-2007,S2-42-2010,S2-42-2012,S2-172-2007,S2-172-2010,S2-172-2012,S2-10-2007,S2-10-2010,S2-10-2012,S2-245-2007,S2-245-2010,S2-245-2012,,,,,,,,
S2-225-2007,S2-42-2007,S2-42-2010,S2-42-2012,S2-172-2007,S2-172-2010,S2-172-2012,S2-10-2007,S2-10-2010,S2-10-2012,S2-245-2007,S2-245-2010,S2-245-2012,,,,,,,,
S2-225-2010,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S2-57-2007,S2-57-2010,S2-57-2012,S2-172-2007,S2-172-2010,S2-172-2012,S2-42-2007,S2-42-2010,S2-42-2012,S2-243-2007,S2-243-2010,S2-243-2012,,,
S2-225-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S2-57-2007,S2-57-2010,S2-57-2012,S2-172-2007,S2-172-2010,S2-172-2012,S2-42-2007,S2-42-2010,S2-42-2012,S2-243-2007,S2-243-2010,S2-243-2012,,,
S2-225-2014,S2-243-2007,S2-243-2010,S2-243-2012,S2-57-2007,S2-57-2010,S2-57-2012,S12-30-2005,S12-30-2009,S12-30-2011,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,,,,,,
S2-238-2007,S2-245-2007,S2-245-2010,S2-245-2012,S2-172-2007,S2-172-2010,S2-172-2012,S2-42-2007,S2-42-2010,S2-42-2012,S2-10-2007,S2-10-2010,S2-10-2012,,,,,,,,
S2-238-2014,S12-30-2005,S12-30-2009,S12-30-2011,S12-216-2009,S12-216-2011,S2-21-2007,S2-21-2010,,,,,,,,,,,,,
S2-243-2014,S12-30-2005,S12-30-2009,S12-30-2011,S12-216-2009,S12-216-2011,S2-21-2007,S2-21-2010,,,,,,,,,,,,,
S2-245-2014,S12-30-2005,S12-30-2009,S12-30-2011,S12-216-2009,S12-216-2011,S2-21-2007,S2-21-2010,,,,,,,,,,,,,
S2-284-2007,S12-30-2005,S12-30-2009,S12-30-2011,S12-216-2009,S12-216-2011,S2-21-2007,S2-21-2010,,,,,,,,,,,,,
S2-284-2010,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S12-30-2005,S12-30-2009,S12-30-2011,S2-196-2007,S2-196-2010,S2-196-2012,,,,,,,,,
S2-284-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S12-30-2005,S12-30-2009,S12-30-2011,S2-196-2007,S2-196-2010,S2-196-2012,,,,,,,,,
S2-284-2014,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S12-30-2005,S12-30-2009,S12-30-2011,S2-196-2007,S2-196-2010,S2-196-2012,,,,,,,,,
S2-334-2010,S2-42-2007,S2-42-2010,S2-42-2012,S2-172-2007,S2-172-2010,S2-172-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S2-245-2007,S2-245-2010,S2-245-2012,S2-10-2007,S2-10-2010,S2-10-2012,,,
S2-334-2012,S2-57-2007,S2-57-2010,S2-57-2012,S2-42-2007,S2-42-2010,S2-42-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S2-172-2007,S2-172-2010,S2-172-2012,,,,,,
S2-334-2014,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S2-196-2007,S2-196-2010,S2-196-2012,S12-30-2005,S12-30-2009,S12-30-2011,,,,,,,,,
S2-42-2014,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S2-196-2007,S2-196-2010,S2-196-2012,S12-30-2005,S12-30-2009,S12-30-2011,,,,,,,,,
S2-57-2014,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S2-196-2007,S2-196-2010,S2-196-2012,S12-30-2005,S12-30-2009,S12-30-2011,,,,,,,,,
S2-8-2007,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S2-196-2007,S2-196-2010,S2-196-2012,S12-30-2005,S12-30-2009,S12-30-2011,,,,,,,,,
S2-8-2008,S4-2-2007,S4-2-2008,S4-2-2010,S4-2-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,S6-25-2008,S6-25-2010,S6-25-2012,S6-34-2008,S6-34-2010,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,,,
S2-8-2010,S4-2-2007,S4-2-2008,S4-2-2010,S4-2-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,S6-25-2008,S6-25-2010,S6-25-2012,S6-34-2008,S6-34-2010,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,,,
S2-8-2014,S4-2-2007,S4-2-2008,S4-2-2010,S4-2-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,S6-25-2008,S6-25-2010,S6-25-2012,S6-34-2008,S6-34-2010,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,,,
S3-6-2008,S4-2-2007,S4-2-2008,S4-2-2010,S4-2-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,S6-25-2008,S6-25-2010,S6-25-2012,S6-34-2008,S6-34-2010,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,,,
S3-6-2010,S4-2-2007,S4-2-2008,S4-2-2010,S4-2-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,S6-25-2008,S6-25-2010,S6-25-2012,S6-34-2008,S6-34-2010,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,,,
S3-6-2012,S4-2-2007,S4-2-2008,S4-2-2010,S4-2-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,S6-25-2008,S6-25-2010,S6-25-2012,S6-34-2008,S6-34-2010,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,,,
S3-6-2014,S4-2-2007,S4-2-2008,S4-2-2010,S4-2-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,S6-25-2008,S6-25-2010,S6-25-2012,S6-34-2008,S6-34-2010,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,,,
S4-12-2008,S4-2-2007,S4-2-2008,S4-2-2010,S4-2-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,S6-25-2008,S6-25-2010,S6-25-2012,S6-34-2008,S6-34-2010,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,,,
S4-12-2010,S4-2-2007,S4-2-2008,S4-2-2010,S4-2-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,S6-25-2008,S6-25-2010,S6-25-2012,S6-34-2008,S6-34-2010,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,,,
S4-12-2012,S4-2-2007,S4-2-2008,S4-2-2010,S4-2-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,S6-25-2008,S6-25-2010,S6-25-2012,S6-34-2008,S6-34-2010,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,,,
S4-12-2014,S4-2-2007,S4-2-2008,S4-2-2010,S4-2-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,S6-25-2008,S6-25-2010,S6-25-2012,S6-34-2008,S6-34-2010,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,,,
S4-2-2014,S4-2-2007,S4-2-2008,S4-2-2010,S4-2-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,S6-25-2008,S6-25-2010,S6-25-2012,S6-34-2008,S6-34-2010,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,,,
S4-71-2008,S4-2-2007,S4-2-2008,S4-2-2010,S4-2-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,S6-25-2008,S6-25-2010,S6-25-2012,S6-34-2008,S6-34-2010,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,,,
S4-71-2010,S2-21-2007,S2-21-2010,S12-151-2005,S12-151-2009,S12-151-2011,S5-28-2006,S5-28-2009,S5-28-2011,S12-216-2009,S12-216-2011,,,,,,,,,,
S4-71-2012,S2-21-2007,S2-21-2010,S12-151-2005,S12-151-2009,S12-151-2011,S5-28-2006,S5-28-2009,S5-28-2011,S12-216-2009,S12-216-2011,,,,,,,,,,
S4-71-2014,S2-21-2007,S2-21-2010,S12-151-2005,S12-151-2009,S12-151-2011,S5-28-2006,S5-28-2009,S5-28-2011,S12-216-2009,S12-216-2011,,,,,,,,,,
S4-7-2008,S4-2-2007,S4-2-2008,S4-2-2010,S4-2-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,S6-25-2008,S6-25-2010,S6-25-2012,S6-34-2008,S6-34-2010,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,,,
S4-7-2010,S4-2-2007,S4-2-2008,S4-2-2010,S4-2-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,S6-25-2008,S6-25-2010,S6-25-2012,S6-34-2008,S6-34-2010,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,,,
S4-7-2014,S4-2-2007,S4-2-2008,S4-2-2010,S4-2-2012,S11-49-2008,S11-49-2010,S11-49-2012,S11-49-2014,S6-25-2008,S6-25-2010,S6-25-2012,S6-34-2008,S6-34-2010,S2-16-2007,S2-16-2008,S2-16-2010,S2-16-2012,,,
S5-101-2007,S2-21-2007,S2-21-2010,S12-151-2005,S12-151-2009,S12-151-2011,S5-28-2006,S5-28-2009,S5-28-2011,S12-216-2009,S12-216-2011,,,,,,,,,,
S5-101-2008,S2-21-2007,S2-21-2010,S12-151-2005,S12-151-2009,S12-151-2011,S5-28-2006,S5-28-2009,S5-28-2011,S12-216-2009,S12-216-2011,,,,,,,,,,
S5-101-2009,S2-196-2007,S2-196-2010,S2-196-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S12-216-2009,S12-216-2011,,,,,,,,,,
S5-101-2011,S2-196-2007,S2-196-2010,S2-196-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S12-216-2009,S12-216-2011,,,,,,,,,,
S5-101-2013,S2-196-2007,S2-196-2010,S2-196-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S12-216-2009,S12-216-2011,,,,,,,,,,
S5-16-2006,S2-196-2007,S2-196-2010,S2-196-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S12-30-2005,S12-30-2009,S12-30-2011,,,,,,,,,
S5-16-2011,S2-196-2007,S2-196-2010,S2-196-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S12-30-2005,S12-30-2009,S12-30-2011,,,,,,,,,
S5-16-2013,S2-196-2007,S2-196-2010,S2-196-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S12-30-2005,S12-30-2009,S12-30-2011,,,,,,,,,
S5-19-2006,S2-196-2007,S2-196-2010,S2-196-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,S12-30-2005,S12-30-2009,S12-30-2011,,,,,,,,,
S5-20-2006,S12-30-2005,S12-30-2009,S12-30-2011,S2-196-2007,S2-196-2010,S2-196-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,,,,,,,,,
S5-20-2009,S12-30-2005,S12-30-2009,S12-30-2011,S2-196-2007,S2-196-2010,S2-196-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,,,,,,,,,
S5-20-2011,S12-30-2005,S12-30-2009,S12-30-2011,S2-196-2007,S2-196-2010,S2-196-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,,,,,,,,,
S5-20-2013,S12-30-2005,S12-30-2009,S12-30-2011,S2-196-2007,S2-196-2010,S2-196-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,,,,,,,,,
S5-27-2007,S12-30-2005,S12-30-2009,S12-30-2011,S2-196-2007,S2-196-2010,S2-196-2012,S12-63-2005,S12-63-2007,S12-63-2008,S12-63-2009,S12-63-2011,,,,,,,,,
S5-27-2008,S5-28-2006,S5-28-2009,S5-28-2011,S12-30-2005,S12-30-2009,S12-30-2011,S12-216-2009,S12-216-2011,S2-21-2007,S2-21-2010,S12-151-2005,S12-151-2009,S12-151-2011,,,,,,,
